tconst,primaryTitle,averageRating,directors,genres,actor,languages
tt0012763,Tol'able David,7.1,nm0454771,Drama,Laurence Eddinger,"sr, ru"
tt0012772,The Torrent,1.7,nm0665737,Adventure,Bert Alpino,ja
tt0012807,Give Me My Son,5.4,nm0116307,Drama,Samuel A. Duse,en
tt0012836,Where Lights Are Low,6.2,nm0132324,Drama,Kiyosho Satow,"sr, bs"
tt0012839,The Whistle,6.1,nm0385171,"Drama,Romance","Olin Lyman, May Wilmoth",ja
tt0012879,Adam and Eva,8.2,nm0897085,Comedy,Edward Douglas,ja
tt0012961,Boomerang Bill,1.3,nm0855912,"Action,Adventure,Crime",Helen Kim,ja
tt0012973,The Burning Soil,6.9,nm0003638,Drama,Leonie Taliansky,"en, ru"
tt0012980,Broken Chains,5.1,nm0392709,"Adventure,Drama,Romance",Winifred Kimball,ja
tt0013022,Come on Over,6.3,nm0337586,Comedy,C.B. Leasure,ja
tt0013033,Crainquebille,7.1,nm0275494,Drama,Marguerite Carré,"sr, fr, ru"
tt0013046,A Dangerous Adventure,5.4,"nm0912491,nm0912580",\N,J.R. Riccarde,ja
tt0013059,Once Upon a Time,6.3,nm0003433,"Drama,Family,Fantasy",Peter Jerndorff,"bg, ja"
tt0013076,A Doll's House,5.8,nm0117065,Drama,Florence Fisher,"bg, ja"
tt0013085,Down to the Sea in Ships,6.2,nm0166730,"Adventure,Drama,Romance","Juliette Courtot, Albert Doubrava, Henry F. Gilbert, Ada Laycock, Curtis Pierce, James A. Tilton",ru
tt0013122,The Woman from Nowhere,6.5,nm0217526,Drama,Félix Juven,"en, bg, ru"
tt0013132,Flames of Passion,4.4,"nm0185714,nm0600481",Drama,Frank Whitlock,ja
tt0013140,Foolish Wives,7.0,nm0002233,"Drama,Thriller","C.J. Allen, Van Alstein, Mrs. Kent, William Meyers, Jack R. Proctor, George Williams","ja, ru, sr"
tt0013169,Die Gezeichneten,6.5,nm0003433,Drama,Aage Madelung,"ja, cs, ru"
tt0013223,The Headless Horseman,5.0,nm0893418,"Comedy,Drama,Horror",Kay MacCausland,ru
tt0013254,Hungry Hearts,6.5,nm0394399,"Drama,Romance",Millie Schottland,"fa, ja"
tt0013257,Häxan,7.6,nm0159725,"Documentary,Fantasy,Horror","Johannes Andersen, Holst Jørgensen, Maren Pedersen","ru, tr, qbn, en, fr, ja"
tt0013263,Im Kampf mit dem Berge - 1. Teil: In Sturm und Eis - Eine Alpensymphonie in Bildern,7.1,nm0266691,Documentary,Ilse Rohde,fr
tt0013312,The Light in the Dark,6.2,nm0113284,"Crime,Drama,Romance",Mr. McClune,ja
tt0013321,Little Miss Smiles,3.6,nm0000406,Drama,"Baby Blumfield, Alfred Testa","ja, sr"
tt0013336,Love's Boomerang,6.4,nm0731910,"Crime,Drama","Ollie Emery, Tom Volbecque",ja
tt0013339,A Lover's Oath,6.4,nm0247315,"Fantasy,Romance",Edward Fitzgerald,ja
tt0013342,Lucrezia Borgia,6.7,nm0652650,"Drama,History,War","Mary Douce, Viktoria Strauß",bg
tt0013343,Luffar-Petter,5.3,nm0678483,Comedy,"Anna Brandt, Tyra Ryman, Iréne Zetterberg",sr
tt0013367,The Man from Beyond,5.3,nm0454535,"Mystery,Sci-Fi",Jane Connelly,"ru, en"
tt0013402,Monte Cristo,6.8,nm0283444,"Drama,Romance","Howard Kendall, Willard Koch",ja
tt0013427,Nanook of the North,7.6,nm0280904,Documentary,"Allegoo, Cunayou, Charles Gelb, Alice Nevalinga","fr, cs, de, tr, ja, en, bg"
tt0013442,Nosferatu,7.9,nm0003638,"Fantasy,Horror",Ruth Landshoff,"en, bg, ja, ca, fa, fr"
tt0013450,Oliver Twist,6.6,nm0515979,Drama,Louis Johnson,"ru, ja, tr, bg, fr"
tt0013451,Omar the Tentmaker,7.4,nm0949648,"Drama,Romance",John Gribner,ja
tt0013455,On the High Seas,6.8,nm0929649,"Action,Adventure,Romance",Vernon Tremaine,ja
tt0013490,Penrod,6.3,nm0624714,"Comedy,Drama","Junior Alden, Adelaide Baxter, Theodore Chapin, Grace Green, Julian Lenne, Florence Morrison, Francis Plottner, Bradford Ralston, Stephen Welz",ja
tt0013491,Perils of the Yukon,4.7,"nm0545438,nm0569645,nm0892185",Adventure,Chief Harris,ja
tt0013512,The Primitive Lover,6.4,nm0291548,"Comedy,Romance",Charles Pina,ja
tt0013556,Robin Hood,7.1,nm0245385,"Adventure,Family,Romance",Lloyd Talman,"ru, ja, en, uk"
tt0013571,Salomé,6.6,"nm0117065,nm0623417","Biography,Drama,History",Ulderico Marcelli,"tr, en, ru"
tt0013572,Samson und Delila,5.7,nm0466099,"Adventure,History","Franz Hauenstein, Alexander Konia, N. Szucs","fr, ja"
tt0013579,Warning Shadows,6.6,nm0733208,"Drama,Fantasy,Horror","Lilli Herder, Ernst Riege","ru, en, ja"
tt0013597,Sherlock Holmes,5.7,nm0662032,"Drama,Mystery","F.J. Godsol, Percy Knight","ru, bg, fr, ja"
tt0013603,Silver Wings,3.9,"nm0136888,nm0000406",Drama,May Kaiser,"ja, sr"
tt0013607,Sky High,6.0,nm0721840,"Action,Drama,Romance",Adele Warner,"fr, ja, ru"
tt0013611,Smilin' Through,7.0,nm0291548,Drama,Joe Aller,"ja, nl, fr"
tt0013619,Sodom and Gomorrah,5.9,nm0002031,Drama,Richard Berczeller,"ja, en"
tt0013624,The Song of Love,6.2,"nm0291387,nm0547966","Drama,Romance",Margaret Peterson,fr
tt0013674,The Three Must-Get-Theres,6.9,nm0511729,"Action,Adventure,Comedy",Charles Mezzetti,"ja, en, ru"
tt0013681,The Timber Queen,5.5,nm0413164,"Action,Adventure",Al Freez,ja
tt0013688,The Toll of the Sea,6.5,nm0291387,"Drama,Family,Fantasy","Beatrice Bentley, Richard Dayton, Ming Young","ja, ru, en"
tt0013716,Turn to the Right,6.5,nm0002271,"Comedy,Drama",Betty Allen,ja
tt0013735,The Village Blacksmith,5.2,nm0000406,"Drama,Romance",Henri De La Garrique,sr
tt0013741,The Loves of Pharaoh,6.5,nm0523932,"Drama,History",Tina Dietrich,"ru, en, tr, cmn, yue, sv"
tt0013750,When Knighthood Was in Flower,6.5,nm0897085,"Drama,Romance","Arthur Forrest, Andrew Quirk","fr, ru"
tt0013802,The Young Rajah,6.2,nm0005847,"Drama,Romance",John Ames Mitchell,"fr, ru, ja"
tt0013853,Back Stage,6.3,nm0569697,"Comedy,Family,Short",James W. Cobb,ru
tt0013866,Bell Boy 13,5.9,nm0782682,"Comedy,Short",Austin Gill,ja
tt0013867,Bella Donna,7.1,nm0280463,"Drama,Romance",Dudley Stuart Corlett,"fr, ja, qbn"
tt0013877,Bluebeard's 8th Wife,6.9,nm0939992,"Comedy,Romance","Charles Greene, Lianne Salvor",ja
tt0013926,Circus Days,6.3,nm0166836,"Comedy,Drama",William Barlow,ja
tt0013950,The Courtship of Myles Standish,6.3,nm0838074,"Drama,History","Marion Dixon, Robert Korton, Ted Stewart",ja
tt0013965,Daddy,6.6,nm0394399,Drama,"James Buchanan, Lillian Coogan",ja
tt0013975,The Darling of New York,6.8,nm0007215,\N,"Jose Devere, Emma Steele",ja
tt0013994,Dogs of War!,6.4,nm0569697,"Comedy,Family,Short",Bob Davis,ru
tt0014029,The Extra Girl,6.7,nm0428059,"Comedy,Romance",Eric Crockett,"ja, ru"
tt0014039,The Fighting Blade,5.8,nm0731910,"Action,Adventure,Drama",Allyn King,ja
tt0014090,The Gold Diggers,5.2,nm0064600,"Comedy,Romance","Arita Gillman, Marie Prade",ja
tt0014108,The Blizzard,7.0,nm0830249,Drama,Adolf Olschansky,ca
tt0014109,The Saga of Gösta Berling,7.0,nm0830249,"Drama,Romance","A.T.H. Buch, Ellen Hartman-Cederström, Jan de Meyere, Edmund Hohndorf, Sixten Malmerfeldt, Gaston Portefaix, Hugo Rönnblad","ru, sr"
tt0014142,The Hunchback of Notre Dame,7.2,nm0941637,"Drama,Horror,Romance",Pearl Tupper,"ru, tr, hi, fr, en, ja, cs"
tt0014186,Krasnye dyavolyata,6.0,nm0673375,"Action,Adventure,Drama",G. Leini,"ru, en"
tt0014196,Let's Go,5.0,nm0397678,"Action,Adventure,Drama",W.E. Shepherd,ja
tt0014205,Little Old New York,6.4,nm0646058,"Comedy,Romance",John E. Eckerlein,"ru, ja"
tt0014211,Long Live the King,7.4,nm0006276,Drama,Loretta McDermott,ja
tt0014213,Lost and Found on a South Sea Island,4.3,nm0909825,Drama,David Wing,ja
tt0014223,"Love, Life and Laughter",7.1,nm0669260,"Drama,Romance","A.H. Blake, Eric Smith",nl
tt0014239,Main Street,7.6,nm0064600,Drama,Mrs. Hayward Mack,ja
tt0014262,Mary of the Movies,7.2,nm0002209,"Drama,Romance","John Geough, Mary Kane","ja, en"
tt0014269,Man by the Roadside,4.9,nm0226189,Drama,Liselotte Rolle,"ru, en, ja"
tt0014298,Mulheres da Beira,6.6,"nm0526972,nm0657928","Drama,Romance",Abel Botelho,sr
tt0014323,The Village Shoemakers,5.9,nm0440261,"Comedy,Drama",Åke Svensson,"en, es, ja, bg, sv"
tt0014339,Good Luck,7.0,"nm0009257,nm0325670",Drama,Nelly Spodek,"en, yi"
tt0014358,The Pilgrim,7.2,nm0000122,"Comedy,Western","Frank Antunez, Sarah Barrows, George Bradford, George Carruthers, J. Espan, Miss Evans, Callie Frey, Della Glowner, Lee Glowner, Charles Hafler, Mary Hamlett, Cecile Harcourt, Martha Harris, Anna Hicks, Harry Hicks, Mrs. C. Johnson, Ethel Kennedy, Emily Lamont, Florence Latimer, Frank Liscomb, Tom Ray, Mabel Shoulters, Robert Traughbur, Louis Troester, Rose Wheeler","en, bg, ru, sr, tr, ja"
tt0014416,Rosita,6.4,"nm0909825,nm0523932","Comedy,Romance",Donald McAlpin,"sr, ja, en, ru"
tt0014417,The Wheel,7.5,nm0304098,Drama,Maurice Duverger,"ru, sr, ja, en, fr"
tt0014426,Ruth of the Range,5.4,"nm0911959,nm0808230,nm0886754","Action,Adventure",Andre Peyre,ja
tt0014429,Safety Last!,8.1,"nm0628345,nm0853130","Action,Comedy,Thriller",Bill Strother,"fr, cmn, qbn, en, ja"
tt0014440,Scaramouche,7.1,nm0002271,"Drama,Romance","Fuerburg De Garcia, Clotilde Delano","ja, en, ru"
tt0014446,The Treasure,6.7,nm0655065,"Drama,Romance",Willy Hennings,"en, ru"
tt0014451,The Sea Raiders,5.0,nm0341486,"Adventure,Romance",James W. Maddin,en
tt0014467,The Shriek of Araby,5.4,nm0428059,Comedy,Louis Fronde,ja
tt0014469,The Silent Command,5.9,nm0250053,Drama,Elizabeth Foley,ja
tt0014497,Souls for Sale,7.0,nm0400912,"Comedy,Drama,Romance","Margaret Bourne, Sam Damen, R.H. Johnson, Auld Thomas","ru, tr, fr, en, ja"
tt0014528,The Temple of Venus,6.5,nm0653253,"Fantasy,Romance","Marilyn Boyd, Señorita Consuella, Frank Keller, Celeste Lee, Helen Vigil","fr, qbn, ja"
tt0014532,The Ten Commandments,6.8,nm0001124,"Biography,Drama,History","Dorothy Dale, Viscount Glerawly","en, ru, bg, fr, ja"
tt0014538,Three Ages,7.0,"nm0166836,nm0000036",Comedy,Margaret Leahy,"en, nl, ru, ja, fr"
tt0014605,The White Sister,6.9,nm0454771,"Drama,Romance","Antonio Barda, Giacomo D'Attino, Michele Gualdi, Roman Ibanez, Sheik Mahomet, Giuseppe Pavoni, Francesco Socinus, Giovanni Viccola","sr, ru, tr, ja"
tt0014624,A Woman of Paris: A Drama of Fate,6.9,nm0000122,"Drama,Romance","Karl Gutman, Arthur Stibolt","sr, en, cmn, ru, bg, ja"
tt0014644,The Dramatic Life of Abraham Lincoln,5.8,nm0005847,"Biography,Drama,History","Wanda Crazer, R.G. Dixon, R.J. Duston, Julia Hesse, Dallas Hope, Harry Kelsey, Fred Manly, Dolly McLean, W.L. McPheeters, Jack Rollings, Homer Willits","ja, en"
tt0014646,"Aelita, the Queen of Mars",6.4,nm0698839,"Adventure,Comedy,Drama","Alexandra Exter, Aleksandra Peregonets, V. Simonov, N. Tretyakova","ru, en, cmn, ja"
tt0014672,America,6.3,nm0000428,"Drama,History,War","Hugh Baird, William J. Bantel, Daniel Carney, Frank J. Diem, Michael Donavan, Edwin Holland, Milton Noble, Harry O'Neill, Benjamin Turner","ja, ru"
tt0014679,The Arab,6.4,nm0002271,"Drama,War","Giuseppe di Campo, F. Medelgi, Justa Uribe",ja
tt0014701,The Battling Orioles,6.3,"nm0347451,nm0928514",Comedy,Bert Currigan,ru
tt0014702,Beau Brummel,6.6,nm0064600,"Drama,History,Romance",C.H. Chaldecotte,"ru, uk, ja"
tt0014721,Black Oxen,5.8,nm0515979,"Drama,Romance,Sci-Fi","Ione Atkinson, Mila Constantin, Hortense O'Brien",ru
tt0014759,Captain Blood,6.3,"nm0807871,nm0807236","Action,Adventure,Romance",Philip Goodfriend,fr
tt0014764,College Boarding House,6.9,"nm0635341,nm0701955",Comedy,"Francisco García Ortega, Juan Maestre, Máximo Ramos",en
tt0014770,The Chechahcos,6.6,nm0600580,"Adventure,Drama,Western","Baby Margie, Guerney Hays, Alexis B. Luce, H. Mills","ru, ja"
tt0014817,Daddies,5.8,nm0782682,Comedy,John L. Hobble,"qbn, ja, fr"
tt0014839,Decameron Nights,7.8,nm0928214,"Drama,Romance",Noel Rhys,ja
tt0014869,The Enchanted Cottage,6.9,nm0731910,Drama,Gertrude Chase,ru
tt0014872,Entr'acte,7.3,nm0163229,Short,"R. Caillaud, Inge Frïss, Francis Picabia, Louis Touchages","ja, ru, bg"
tt0014874,The Family Secret,6.3,nm0782682,Drama,Elizabeth Mackey,"fr, ja"
tt0014898,Whirlpool of Fate,6.7,nm0719756,"Drama,Romance","Van Doren, Madame Fockenberghe, Harold Levingston","bg, ru, sr, ja"
tt0014945,Girl Shy,7.7,"nm0628345,nm0853130","Comedy,Romance",Priscilla King,"fr, qbn, ja, sv, ru"
tt0014989,His Darker Self,5.9,nm0633605,Comedy,Albert L. Grey,ja
tt0014991,His Hour,5.9,nm0896542,Drama,"E. Eliazaroff, Wilfred Gough, Jill Reties",ja
tt0014999,Hoodman Blind,4.0,nm0000406,Drama,Regina Connelly,"sr, ja"
tt0015002,Hot Water,7.1,"nm0628345,nm0853130",Comedy,King Vedder,"uk, ru, ja"
tt0015014,L'inhumaine,7.2,nm0478303,"Drama,Mystery,Romance","Marie-Laure de Noailles, Fred Kellerman, Prince Tokio","qbn, en, ru, fr, ja"
tt0015015,Into the Net,5.9,nm0782707,"Action,Crime,Drama","Richard E. Enright, Frances Landau",ja
tt0015016,The Iron Horse,7.2,nm0000406,"Drama,History,Romance",Thomas Durant,"en, ru, ja, fr, sr"
tt0015018,Isn't Life Wonderful,6.8,nm0000428,"Drama,Romance",Walter Plimmer,"ja, sr, ru"
tt0015022,Janice Meredith,5.5,nm0394399,"Drama,History,Romance","Nicolai Koesberg, Burton McEvilly, Colonel Patterson, Joe Raleigh, Douglas Stevenson, Robert Thorne, Keane Waters","ja, ru"
tt0015071,Lilies of the Field,6.7,nm0227020,Drama,"Bates Gilbert, Mammy Peters, Edith Ransom",ja
tt0015117,Manhattan,7.0,nm0122944,"Adventure,Comedy,Romance",Oscar Brimberton Figman,ja
tt0015136,Michael,7.1,nm0003433,"Drama,Romance",Hugo Häring,"ja, bg, ru"
tt0015145,Monsieur Beaucaire,6.0,nm0646058,"Drama,Romance","Louis Waller, Oswald Yorke","ja, ru"
tt0015152,Mustalaishurmaaja,6.4,nm0882795,"Drama,Romance","Meri Hackzell, Bruno Laurén, Waldemar Wohlin",sv
tt0015167,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,6.5,nm0474487,"Comedy,Fantasy,Romance",G. Kharlampiev,"ja, sr, fr, en, ru"
tt0015168,The Net,6.9,nm0250053,"Crime,Drama,Romance",Eliah Nadle,ja
tt0015224,Peter Pan,7.1,nm0107543,"Adventure,Family,Fantasy","George Ali, Richard Frazier, Edward Smith, Henri Uytennhave","fr, ja, ru"
tt0015229,Pied Piper Malone,5.9,nm0337586,"Comedy,Drama","William Baker, Lawrence Barnes, Marie Louise Bobb, Leonard Connelly, Marshall Green, Elizabeth Henry, Louise Jones, Billy Lauder, Louise Sirkin, Ed Williams",ja
tt0015241,Polyteekkarifilmi,4.8,nm0512154,Comedy,"Viljo Castrén, Adolf Lindroos",sv
tt0015289,Romola,6.1,nm0454771,"Drama,History","Charles Albin, Pietro Betti, Ferdinando Chianese, Attilo Deodati, Eduilio Mucci, Angela Scatigna, Giuseppe Zocchi","ja, ru"
tt0015299,A Sainted Devil,7.9,nm0376221,Drama,"A. De Rosa, Marie Diller",ja
tt0015310,The Sea Hawk,7.1,nm0515979,"Adventure,Drama,Romance","Andrew Johnston, John LeRoy Johnston","en, ja, ru"
tt0015349,A Society Scandal,7.7,nm0245385,Drama,Catherine Coleburn,"fr, ru, ja, qbn"
tt0015353,A Son of the Sahara,5.3,nm0136888,"Adventure,Drama",J.L. Courcier,"ja, qbn, fr"
tt0015361,Strike,7.6,nm0001178,Drama,"I. Ivanov, Valerian Pletnev","ja, fr, en, tr, ru, ka"
tt0015375,Studenterna på Tröstehult,4.9,nm0675574,\N,Wera Berg von Linde,en
tt0015384,Diagonal Symphony,6.0,nm0250873,"Animation,Music,Short",Viking Eggeling,ru
tt0015389,Teeth,1.8,nm0090007,Western,Virginia Hudson Brightman,ja
tt0015399,A Thief in Paradise,5.9,nm0280463,Drama,Charles Youree,ja
tt0015400,The Thief of Bagdad,7.7,nm0909825,"Adventure,Family,Fantasy","Sadakichi Hartmann, H.R. Hopps, Clinton Newman, Charles Sylvester, William Utwich","bg, en, ru, ja"
tt0015409,Three Women,6.5,nm0523932,Drama,Yolande Maree,"ja, sr"
tt0015413,Thy Name Is Woman,6.0,nm0629243,"Comedy,Romance",C. Schöner,ja
tt0015443,Twenty Dollars a Week,6.1,nm0917857,"Comedy,Drama",Wallie Howe,ja
tt0015457,Venus of the South Seas,5.5,nm0838121,"Drama,Romance","Roland Purdie, James R. Sullivan",ja
tt0015471,The Warrens of Virginia,7.6,nm0166730,"Drama,Romance","Wilbur J. Fox, Rosemary Hill, Helen Ray Kyle",ja
tt0015504,The Wolf Man,5.3,nm0607864,Drama,"Ebba Mona, Max Montesole",ja
tt0015624,The Big Parade,7.9,"nm0896542,nm0384276","Drama,Romance,War",Carl Barlow,"qbn, fr, ca, en, ja, bg, ru"
tt0015634,Body and Soul,6.2,nm0584778,"Crime,Drama,Thriller","Chester A. Alexander, Julia Theresa Russell","ru, fr"
tt0015648,Battleship Potemkin,7.9,nm0001178,"Drama,History,Thriller","Julia Eisenstein, Nina Poltavtseva, Beatrice Vitoldi","ru, ka, en, ja, tr, he, fr, ca, es, sv, qbn, cmn, bg"
tt0015669,Capital Punishment,5.5,nm0003373,Drama,Florence L. Gilbert,"ru, ja"
tt0015693,Cobra,6.4,nm0376221,"Drama,Romance","John H. Bonn, Lillian M. Turner","ru, fr, qbn"
tt0015727,The Dancers,6.5,nm0283444,Drama,Tippy Grey,ja
tt0015758,Don Q Son of Zorro,6.9,nm0187981,"Adventure,Romance","Juliette Belanger, George Blankman, Harold MacChesney, Kate Prichard","ru, uk, ja"
tt0015771,The case of the murder of Tariel Mklavadze,6.1,nm0673375,"Crime,Drama,Horror",Mikheil Kadagidze,"ru, en"
tt0015794,The Phantom of the Moulin-Rouge,6.4,nm0163229,"Drama,Fantasy",Rene Fernand,"en, sr, ru"
tt0015842,The Joyless Street,7.1,nm0655065,Drama,"Max Kohlhase, Edna Markstein, Raskatoff","ru, en, ja, sr"
tt0015847,Furusato no uta,5.8,nm0003226,Drama,Michiko Tachibana,en
tt0015861,The Bride of Glomdal,6.6,nm0003433,"Drama,Romance","Sofie Reimers, Stub Wiberg","ru, en, ja"
tt0015863,Go West,7.1,nm0000036,"Comedy,Western",Brown Eyes,"ja, bg, ru, sv"
tt0015864,The Gold Rush,8.1,nm0000122,"Adventure,Comedy,Drama","Gladys Johnston, Alfred Reeves","fr, ar, ca, en, cmn, ru, hi, qbn, ja, fa, tr, bg, he"
tt0015873,Grass: A Nation's Battle for Life,7.7,"nm0178260,nm0774325",Documentary,"Marguerite Harrison, Haidar Khan, Lufta",ru
tt0015881,Greed,8.0,nm0002233,"Drama,Thriller,Western","Oscar Gottell, Otto Gottell, Sasha Leuterer, J. Aldrich Libbey, Hugh J. McCauley, Andrew Pierce, Reta Revela","ru, ja, en, tr, sr, bg"
tt0015883,Mother of Mine,6.8,nm0275494,Drama,"Serge Otto, Mme. Surgères",ru
tt0015924,The Home Maker,6.5,nm0007215,Drama,Alice Flower,ja
tt0015935,El húsar de la muerte,6.4,nm0797205,"Biography,Drama,History","Luis Baeza, Guillermo Barrientos, María de Hannig, Federico Geimza, Emilia Sierra, Octavio Soto, Víctor Véjar, Clara Werther, Alfredo Woinitsky",en
tt0015958,Yego prizyv,6.8,nm0698839,Drama,"Vera Eri, Natasha Konyus, V. Yermolov-Borozdin","ru, en"
tt0015959,Jewish Luck,6.0,nm0335207,"Comedy,Romance","S. Epstein, I. Rogaler","yi, ru"
tt0015998,Cross and Mauser,6.4,nm0306723,Adventure,E. Stanke,"en, ru"
tt0016005,Lady of the Night,6.7,nm0068419,"Drama,Romance",Aryel Houwink,ru
tt0016029,The Little Colonel,7.0,nm0124877,"Comedy,Family,Musical","Avonne Jackson, Anne Fellows Johnston, Geneva Williams","ru, tr, ja"
tt0016039,The Lost World,7.0,nm0398464,"Adventure,Fantasy,Sci-Fi",William Dowling,"en, fr, cs, sk, ru, ja"
tt0016049,Luch smerti,6.0,nm0474487,"Action,Drama,Sci-Fi","Sergei Khokhlov, Anya Stravinskaya",ru
tt0016104,The Merry Widow,7.3,nm0002233,"Drama,Romance","Louise Hughes, Charles Margolis, Anna Maynard, Beatrice O'Brien, Merewyn Thayer, Clara Wallacks","ja, ru, bg, sr"
tt0016109,The Midshipman,4.8,nm0127511,"Drama,Romance",Pauline Key,ja
tt0016112,Les Misérables,7.3,nm0275220,Drama,"Charles Badiole, Paul Gulick","ru, nl, ja, en"
tt0016212,The Perfect Clown,6.2,nm0628345,Comedy,"George Baker, Alice Fletcher",ja
tt0016220,The Phantom of the Opera,7.5,"nm0432216,nm0151606,nm0480677,nm0781292",Horror,"Mary Fabian, Gustav Hinrichs, Frank M. McCormack","en, cs, bg, ru, tr, fr, ja"
tt0016226,The Plastic Age,5.9,nm0749484,"Comedy,Romance,Sport",J. Gordon Edwards Jr.,"en, ja, ru"
tt0016230,The Pleasure Garden,5.8,nm0000033,"Drama,Romance",Florence Helminger,"cmn, ru, bg, ja"
tt0016231,Pohjalaisia,6.0,nm0481552,"Drama,History","Jalmari Lahdensuo, Lauri Rautala",sv
tt0016235,The Pony Express,6.0,nm0190516,"Drama,Western",Henry James Forman,ja
tt0016240,Prem Sanyas,6.4,"nm0652302,nm0706795","Biography,Drama,History","Edwin Arnold, Ekambi 'Wilhelm' Tongo, Sarada Ukil",en
tt0016241,Pretty Ladies,5.1,nm0068419,"Comedy,Drama",Chad Huber,"ru, ja, en"
tt0016246,Die Prinzessin und der Geiger,7.0,nm0194031,Drama,Raymond Paton,en
tt0016259,The Rainbow Trail,5.9,nm0721840,"Drama,Western",Doc Roberts,ja
tt0016300,The Roughneck,6.4,nm0176699,"Action,Adventure,Romance",Edna Eichor,ja
tt0016309,"Sally, Irene and Mary",5.6,nm0332539,"Comedy,Drama,Romance",Dixie Harkins,"ru, ja"
tt0016310,The Salvation Hunters,6.6,nm0903049,Drama,Robert Chapman,"ru, ja"
tt0016323,School for Wives,5.8,nm0356931,Drama,"Jill Lynn, Jack Zanderbrock",ja
tt0016332,Seven Chances,7.8,nm0000036,"Comedy,Romance",Edna Hammon,"en, sv, sr, ru, ja"
tt0016346,Shore Leave,7.3,nm0731910,Comedy,Nick Long,ja
tt0016377,Soul-Fire,5.9,nm0731910,Drama,"Aline Berry, Edward La Roche","ja, en"
tt0016394,Stage Struck,6.8,nm0245385,Comedy,"Sylvia LaVarre, Margery Whittington",ru
tt0016395,Stella Dallas,7.3,nm0454771,Drama,Beatrix Pryor,"ru, ja"
tt0016403,The Street of Forgotten Men,6.3,nm0107543,"Crime,Drama",Josephine Deffry,ja
tt0016408,Suvinen satu,4.6,nm0440261,Comedy,"Maire Heide, Sylvia Paatero, Ebba Örd",sv
tt0016417,Thank You,4.4,nm0000406,"Comedy,Drama,Romance",Billy Rinaldi,ja
tt0016420,That Royle Girl,5.7,nm0000428,"Comedy,Drama",Alice Laidley,ja
tt0016467,Dance Fever,5.7,nm0466099,"Comedy,Drama",Alexander Choura,sr
tt0016473,The Unholy Three,7.2,nm0115218,"Crime,Drama,Romance","Walter P. Cole, Alice Julian, Peter Kortes, Vera Vance","en, ru"
tt0016480,The Vanishing American,6.9,nm0782707,"Drama,Western","Nocki, Louisa Wetherill",ru
tt0016491,Mother,7.6,nm0275494,"Drama,Mystery,Romance",Arlette Peyran,"de, en, fr, it, ru"
tt0016493,The Imaginary Voyage,6.6,nm0163229,"Comedy,Drama,Fantasy",Rolf de Maré,"sr, en, ru"
tt0016524,White Fang,6.1,nm0872868,"Adventure,Family,Western",George Betherton,ja
tt0016541,Winds of Chance,7.1,nm0515979,"Adventure,Drama","James O'Malley, Anna M. Wilson",ja
tt0016544,The Wizard of Oz,4.9,nm0783865,"Adventure,Comedy,Family","William Dinus, Edwin G. Hitchcok, Julius K. Johnson, William King, Louis La Rondelle, Steve Miranda, Harry F. Silverman","ru, ja, en"
tt0016550,Womanhandled,6.2,nm0478441,"Adventure,Comedy,Romance",Eli Nadel,ja
tt0016564,Heart of an Actress,7.2,nm0241273,Drama,Christian Molbech,"sr, en"
tt0016570,Abrek Zaur,5.6,nm0586506,"Action,Adventure,Drama",I. Bei-Abai,ru
tt0016603,The American Venus,7.2,nm0878338,Comedy,Fay Lanphier,"qbn, fr"
tt0016630,Battling Butler,7.0,nm0000036,"Comedy,Sport",Ed Levy,"sv, ru, ja"
tt0016634,Beau Geste,7.0,nm0107543,"Action,Adventure,Drama",Redmond Finlay,"ja, ru"
tt0016640,The Bells,6.4,nm0949648,"Crime,Drama,Horror",Perry Harris,"ru, en, ja"
